N,text,created_at,likes_count,username,user_loc
1,Manchin: Maybe we can talk about Build Back Better after all https://t.co/FRCnokUn7t,1478072390689173507,2022-01-03 18:34:53+00:00,0,Wariscoming1776,
2,"@jaminwestby One additional factor to consider, BBB EV credit. There's a chance the effective date will be the date the bill is signed. If so, higher chance of getting credit with later delivery. If you are comfortable waiting until November, and if implementation is 2023, you could delay.",1478072330291134471,2022-01-03 18:34:39+00:00,0,RSCPA1,New Jersey
3,"""I realized that part of what I was seeing was that people didn't really have any kind of understanding or knowledge of #Indigenous people"" Victoria Grant #OrderofCanada Mediator + Philanthropist + Trailblazer https://t.co/TDYdJY0HFu #mediation #reconciliation #Canada #news",1478072291397275649,2022-01-03 18:34:30+00:00,0,MediationYVR,Vancouver British Columbia
4,"@MadLib55X @Shiny_________ @A_DavidLogan @sanitycheck99 @infamousclark Now who’s delusional, or maybe you’re just not keeping up? 

https://t.co/P8BDPoiciZ",1478072207473627140,2022-01-03 18:34:10+00:00,0,cidonnelly1,"Buffalo, NY"
5,A fully refundable credit closes that discrepancy for low-income and no-filer households. https://t.co/QNBXrTsVcO 7/,1478072153614471168,2022-01-03 18:33:57+00:00,0,AndyNielsenIN,
6,"Thank you Joseph Biden for making sure THIS passed, but not the Build Back Better bill.

Really putting the squeeze on us Hundredaires. https://t.co/x5VF1Qkhwj",1478072144328159232,2022-01-03 18:33:55+00:00,0,peppercoyote,Phoenix
7,Seriously!!???  Manchin: Maybe we can talk about Build Back Better after all https://t.co/wvMFtz4934,1478072141321052168,2022-01-03 18:33:54+00:00,0,westieTX,Texas
8,"WATCH: @kwelkernbc: ""Would you support Build Back Better if it didn't include the child tax credit?"" #MTPDaily

@RepTedLieu: ""I believe the House will pass what the Senate passes."" https://t.co/3XeY3OxITQ",1478072089101877253,2022-01-03 18:33:41+00:00,0,MeetThePress,"Washington, D.C."
9,"@PeterRHann1 I'm more curious as to who/why circulated that Fintel screenshot. Quick look at Wayback machine shows @fintel_io reporting 16.26% SI for AMC on Dec 23 (https://t.co/alTfbETB9I) The scrshot is modified as it's missing a ""-"" between SI and ""source"".",1478072017492533249,2022-01-03 18:33:24+00:00,1,ape_bbb,
10,"I've got ~300 followers. If each of us called or emailed the White House today, BBB will get some much needed attention. Ask for the Green New Deal to be part of it! ✨(202) 456-1111✨ 🎄🐇 https://t.co/m6NBviea50",1478071989625573380,2022-01-03 18:33:18+00:00,0,inthebarberry,"Southampton, MA"
11,@casannhol2 @cody_utah It does not taste like a BBB candle. It tastes like a berry cream dreamsicle.,1478071938257805314,2022-01-03 18:33:05+00:00,0,christianmjudd,"Eagle Mountain, UT"
12,"Very disappointed in @tedlieu for deferring Build back better to @Sen_JoeManchin to water down. @theDemocrats aren't standing for struggling Americans they're protecting corporations. At this point Democrats dont have my vote, so start showing up for us like we showed up for you!",1478071910391062530,2022-01-03 18:32:59+00:00,0,robsaxan,TX WI - USA - CA VA
13,@Sen_JoeManchin please please please do NOT support the BBB bill. There is NO version of this bill that will be good for the American people and the American economy. So the right thing and make sure this bill stays dead.,1478071888920211459,2022-01-03 18:32:54+00:00,0,Chris090858,
14,@Smilan317 LOL…magical thinking . he will never get Sinema or Manchin to agree to end the filibuster..and the BBB…it is beyond egregious that the 1 thing Manchin wants to eliminate is the extended child tax credit. The #1 item that has had most impact….,1478071846243291142,2022-01-03 18:32:44+00:00,0,kakss1_kathy,"New Orleans, LA"
15,"Chucky Chucky Chucky it’s nice to see you standing up for bipartisan legislation for big cattle farmers. How about bipartisan support for the people in the Build Back Better legislation?

Chucky is a https://t.co/9WcH6OJ4tu https://t.co/bqgh6wQ7Ih",1478071813569712131,2022-01-03 18:32:36+00:00,0,DaveNewton5,
16,"Joe Manchin Said Constituent Complained Of 'Crackhead Daughter' Wasting Child Tax Credit. Constituent was offended by Manchin’s use of the word “crackhead” which she never said. WAKE UP WV! MANCHIN LOVES YOUR VOTE AND HIS POWER. NOT YOUR KIDS OR YOU
https://t.co/5CNDBzJhE6",1478071783836336128,2022-01-03 18:32:29+00:00,0,thedrumwalker,United States
17,"@RepTomEmmer Also gives money out like it is water and stopping student loan payment, etc.  The market is flush with cash this = inflation.   But they want to give more out in BBB....Hhmmm.",1478071739217104896,2022-01-03 18:32:18+00:00,0,ProudOver,
18,@AaronParnas Let's remember that all repugnants voted against build back better...ALL OF THEM!,1478071680052318208,2022-01-03 18:32:04+00:00,0,Haiku30770130,
19,"Even before the pandemic, almost 40 percent of adults couldn’t afford a $400 emergency without going into debt.
https://t.co/BjrvPod0fn",1478071662713126915,2022-01-03 18:32:00+00:00,1,MsMagazine,
20,"@SenSchumer &amp; @SenateDems need to get
(1) voting rights DONE;
(2) BBB passed; &amp;
(3) more stimulus checks out to people.

These games are not helping to protect democracy either.",1478071652021936128,2022-01-03 18:31:57+00:00,0,biblioromancer,
21,DJ Kunk do BBB,1478071651065417729,2022-01-03 18:31:57+00:00,0,nomesdjbot,
22,"Why arent we breaking off every massively popular policy in BBB &amp; making the GOP (plus the corp Dems) vote against them all individually, so that voting records accurately reflect their active willful defense of the status quo?

We've tried the carrot; it's time to try the stick.",1478071647143743488,2022-01-03 18:31:56+00:00,0,tweets4twits,Rainy PDX
23,"If the Build Back Better Act had passed in December, 2.2 million poor, uninsured people in the dozen states that have not expanded Medicaid under the ACA would have access to health coverage today. 

https://t.co/5POgSK4grg",1478071600566075396,2022-01-03 18:31:45+00:00,3,larry_levitt,"Oakland, CA"
24,@Sen_JoeManchin It would be awesome New Year if BBB was passed with a Democratic  that is been blocking it! After watching the video below I see why you've been blocking it and you should be ashamed of yourself! But you're not because you have no shame! We the people enjoy the video! https://t.co/10LnaZ6hQu,1478071588771840005,2022-01-03 18:31:42+00:00,0,SteveFo86377257,
25,"PQR issues Area Forecast Discussion (AFD) at Jan 3, 10:30 AM PST https://t.co/pP7RsGpuRJ",1478071584476651521,2022-01-03 18:31:41+00:00,0,iembot_pqr,"Portland, OR"
26,Sincerely believe Home Quality Care HQC Caregivers of America COA were attempting to rob me BLIND @bbb_us #BlackLivesMatter #BlackTwitter #BlackTechTwitter #MeTooTheatre #Metoomovement #MeToo #MentalHealthMatters  because I'm an AA♀️ &amp; homeless will keep you updated https://t.co/6Z8RaMSlm5,1478071532316418050,2022-01-03 18:31:29+00:00,0,Sohlau_Destine,
27,"Rainbow nation, reconciliation &amp; other funny jokes. https://t.co/ljou1DLIhv",1478071477689798659,2022-01-03 18:31:16+00:00,0,1maloya,
28,"I keep hearing it said by new anchos that the President's BBB will have to go through Maserati Manchin. Wrong it'll have to go through the Republican Party.
Maserati Manchin is  just  a Front Man",1478071348954030086,2022-01-03 18:30:45+00:00,0,BillFricker1,"Bucks County,pa"
29,"West Virginia business leaders rally behind Manchin for opposing Biden's BBB.  “BBB would tax our West Virginia energy industry (coal) and would be inflationary. “Business leaders” have health care, child care, paid leave and teeth! COAL SLAVERY??
https://t.co/HuyFjTw6Tr",1478071307166265345,2022-01-03 18:30:35+00:00,0,thedrumwalker,United States
30,"West Virginia business leaders rally behind Manchin for opposing Biden's BBB.  “BBB would tax our West Virginia energy industry (coal) and would be inflationary. “Business leaders” have health care, child care, paid leave and teeth! COAL SLAVERY??
https://t.co/HuyFjTw6Tr",1478071278749863938,2022-01-03 18:30:28+00:00,0,thedrumwalker,United States
31,@Costco Stand behind your products!  Will file a complaint with @bbb_us #customerservicefail #nevershopcostco https://t.co/LrkmX86bGz,1478071272194064392,2022-01-03 18:30:27+00:00,0,AMommyMoment,
32,"@Sen_JoeManchin Won't Support Women &amp; Children, but by God The Bastard has no problem passing almost 1 Trillion for the War Machin😡
https://t.co/utljH2fVD4 @tytinvestigates,@AOC,@Ilhan,@RepKatiePorter,@RepJayapal,@RepSwalwell,@RepAdamSchiff,@SpeakerPelosi,@SenSanders",1478071254208987136,2022-01-03 18:30:22+00:00,0,dustbusterz,
33,Not sure if there are any close votes like there was with BBB and BIF but these gives them a little more breathing room until the Nunes vacancy is filled.,1478071236341161988,2022-01-03 18:30:18+00:00,0,johnvmoore,"Park Forest, IL"
34,"@DeItaone Some of Obama/Biden's inflationary and shortage policies -  shut down US energy, roll out mandates that cut the industrial workforce, attack truckers with EPA regs, bbb inflation, checks to everyone under the sun including illegals--&gt;hyperinflation especially in food and energy.",1478071236190167050,2022-01-03 18:30:18+00:00,0,FarmerNC,
35,"West Virginia business leaders rally behind Manchin for opposing Biden's BBB.  “BBB would tax our West Virginia energy industry (coal) and would be inflationary. “Business leaders” have health care, child care, paid leave and teeth! COAL SLAVERY??
https://t.co/HuyFjTw6Tr",1478071235514937344,2022-01-03 18:30:18+00:00,0,thedrumwalker,United States
36,"Battle for Build Back Better Plan, Finding Kendrick Johnson Documentary, 2021: A Year in Review https://t.co/DNHNNuNF1r",1478071200194580480,2022-01-03 18:30:10+00:00,2,rolandsmartin,"Washington, D.C."
37,"“It’s a day where all Canadians are called to join together to take a stand against violence towards women and children and to take practical steps for our collective journey of reconciliation.”

via @JeremyAppel1025 

https://t.co/vUY3QM0tEw",1478071188547063813,2022-01-03 18:30:07+00:00,0,InformellesCA,"Colombie-Britannique, Canada"
38,Canada's colonial paramilitary force again in action against Wet'suwet'en land protectors on behalf of a private company CGL with the blessing of @bcndp government - Reconciliation Canadian style. https://t.co/sMuchafqm5,1478071179919470597,2022-01-03 18:30:05+00:00,0,JNPRousseau,"Victoria, BC, Canada"
39,I'm too culminate for projections.,1478071174139551746,2022-01-03 18:30:03+00:00,0,anson_bbb,
40,Report: Manchin Returns to Build Back Better Negotiating Table with This One Demand https://t.co/KYok561JHJ,1478071068757737478,2022-01-03 18:29:38+00:00,0,QuorumCall,USA
41,It's imperative to respond to Reconciliation as an eternal,1478071025757794310,2022-01-03 18:29:28+00:00,0,srs_rsrchr_54,
42,"Could have easily been put into the Build Back Better plan too. 

But like all administrations, big corp and Pharma come first https://t.co/VmGPEFRh7Z",1478070995844055044,2022-01-03 18:29:21+00:00,1,chefkeva_,"East Point, Ga "
43,@NewJeffCT @RidOfGOP @JakeSherman @SenSchumer I didn't say he could get 6 justices to die. I said he should have brought all 50 votes to BBB,1478070994589859841,2022-01-03 18:29:20+00:00,0,stallfortime,OHIO
44,"Closed Buy - PAMM ""EUREKA INVEST BBB+""  - EURGBP 0.83772 for 0.0 pips, total for today +34.8 pips",1478070927623606272,2022-01-03 18:29:05+00:00,0,ForexInvestPAMM,Estonia
45,"The beginning of the year marks a time for people to enter into a new mindset. We hope all Canadians put #reconciliation at the forefront of their mind, and continue working to create a more equal Canada for all.",1478070911374921733,2022-01-03 18:29:01+00:00,3,NWAC_CA,Turtle Island
46,@LakersReporter nothing second round? suck.....,1478070870388219905,2022-01-03 18:28:51+00:00,0,Ignacio__BBB,
47,@WhiteHouse You already passed your Infrastructure Bill.  The BBB is just garbage socialism that will only kick up inflation and encourage laziness!,1478070858803515395,2022-01-03 18:28:48+00:00,0,RJBerry78,
48,"@Armagreggon2 @Chedds3434 @SquidDiddly1989 @LarryAJRobinson Is this Crime Bill a part of Build Back Better or something? 

I do not like it trust Joe Biden, but if we are going to discuss Presidencies, stay on topic. 

Or did you want to also include Trump's op-ed calling for five innocent kids to be put to death?",1478070801626632194,2022-01-03 18:28:34+00:00,0,JelaniBare,
49,@RashidaTlaib BBB is dead. Americans overwhelmingly rejected it and dems hatred and fearmongering. Get over it. Move on.,1478070790096658434,2022-01-03 18:28:32+00:00,0,Bromenism,
50,"Just in ...Joe Manchin will consider supporting Biden's agenda if monthly child tax credits get an income limit — or are removed altogether. @BusinessInsider 
https://t.co/D4bCD9WV1n",1478070771964686337,2022-01-03 18:28:27+00:00,1,PolicyQuantsPhD,"Chicago, IL"
51,"@CaralhoPhilly @don_stinson56 @jstephencarter @mattyglesias Biden signed a bi-partisan infra bill.  And he very likely will pass a version of BBB, which won’t have the full progressive wish list… but he specifically campaigned on bi-partisan compromise so there you go.",1478070724766150657,2022-01-03 18:28:16+00:00,0,jacoberrol,"San Francisco, CA"
52,@a_chxns1r1sxkul I wanna eat your dick 🥵🥵🥵,1478070705933537281,2022-01-03 18:28:12+00:00,0,overthemoon_bbb,
53,"fuck reconciliation, i’m GOOD👍🏽",1478070701949177859,2022-01-03 18:28:11+00:00,0,elenaz__,the mariana trench
54,"@ChaseSupport So the link here is fraudulent and a waste of time. It is a scam, I opened a complaint with BBB because Chase simply does not care who they lie to. Choose TD Bank instead. https://t.co/kTn9onbv4U",1478070699155722242,2022-01-03 18:28:10+00:00,0,VWinkled,
55,"@orcatra LIES-👆👆👆
That is all Republicans have left to try &amp; hold on to their corrupt power👆👆

70% of American say Jan 6 was an attempt to stage a GOP coup &amp; install Trump as King.  DOJ &amp; 1/6 Comm must hold ALL GOP Traitors -high &amp; low -accountable! 

70% of US WANTS BBB 2PASS!",1478070682625839107,2022-01-03 18:28:06+00:00,0,_LOVEINVAIN,
56,"@MarshaBlackburn Why doesn’t @MarshaBlackburn want free pre-K, help with child care, expanded child care credit payments, or reduced cost of prescription meds?

These items and more are part of the build back better plan. @MarshaBlackburn voted no.",1478070681610985472,2022-01-03 18:28:06+00:00,0,CurtisDush,
57,@SolarKellyP @SolarPowerWorld @MaxeonSolar Yep -- always a chicken-and-egg situation. I'd love to see BBB support both in a big way 🤑🤑,1478070590200242186,2022-01-03 18:27:44+00:00,0,VinnieLaSalvia,"Colorado, USA"
58,Jair no bbb https://t.co/kHCBkVSbkj https://t.co/n3qhnH0RJG,1478070572638773255,2022-01-03 18:27:40+00:00,0,monlyfriends,
59,It’s much better to get relegated and build back better than having very expensive players like @ManUtd and not doing anything.,1478070525918433286,2022-01-03 18:27:29+00:00,0,DabaaAbdi,"New Jersey, USA"
60,"@soswagcubes Do you want the uni to be close or far from where you live? Once you make your mind up on that, I’ll link you a website and you can look at the options that are around BBB if you want",1478070490375897094,2022-01-03 18:27:20+00:00,0,rezonxtions,
61,"serious question: why not sever the climate provisions from the child tax credit, and pass climate BBB now?

the climate hawk side of me says YES. The progressive side of me says WAIT. https://t.co/BkhR8zGwnm",1478070446452981761,2022-01-03 18:27:10+00:00,0,RL_Miller,California
62,@RepJayapal Is it named Build Back Better so that when President Biden mumbles it…it kinda sounds the same???,1478070401364369409,2022-01-03 18:26:59+00:00,0,Mike_Lataurus,
63,"@ideapete @EnergyVanguard @lloydalter Good article, Pete. I would add that while the HVAC industry is required to deliver IAQ &amp; thermal comfort, if they aren’t given decent #BBB thermal envelopes, that *can* be properly conditioned, they will always be hobbled. (Why I’m a proponent of #PH training for architects.)",1478070390769422336,2022-01-03 18:26:57+00:00,0,PassiveHouseBB,"San Francisco, California"
64,@acornsisascam @acornssupport Info forthcoming on class action lawsuit @acorns @acornssupport. In the meantime I would file complaint at the BBB website. It seems we are not alone.,1478070387661586436,2022-01-03 18:26:56+00:00,0,fascistbfast,
65,"@HYMNOFDOOM @JMessina @Gueyteocalli @LongLiveZion2 @TiberiumFuture @brockaletti @Tofurkey_jew @fuckaristole @DHFabian1 @endsanctions Uh huh. You call for the end of Jewish self determination, Israel’s annihilation, repeating racist tropes, spread lies and post images that dehumanize Israelis and Jews. Ask yourself how that childish hate  advances honest reconciliation and peace",1478070337556340743,2022-01-03 18:26:44+00:00,0,MoalemSarah,
66,"@NewJeffCT @RidOfGOP @JakeSherman @SenSchumer But she would have been infinitely better. That's the point. Just keep changing the metric. Not that the comment are relevant to mine. CAN'T CONTROL HIS CAUCUS AND ALLOWED BBB TO BE SHREDDED THEN LOST, NOT SATISFACTORY PERFORMANCE",1478070319411871746,2022-01-03 18:26:40+00:00,0,stallfortime,OHIO
67,Build Back Better 🙏 https://t.co/gShmCFh9ky,1478070251233456130,2022-01-03 18:26:23+00:00,0,SizzlePodcast,USA 
68,"امن او مینہ دی ہمیش وی ۔

Nagasaki and Hiroshima remind us to put peace first every day; to work on conflict prevention and resolution, reconciliation, and dialogue; and to tackle the roots of conflict and violence.

@antonioguterres https://t.co/j5wyvk9V4o",1478070158342111236,2022-01-03 18:26:01+00:00,1,EngrFaheemPTI,Pakistan
69,"They become angry and drive the relationship to the breaking point, then switch to a posture of helplessness and contrition, beg for reconciliation. If both parties are equally enmeshed, chaos and conflict become the soul of the relationship.",1478070121339883520,2022-01-03 18:25:52+00:00,0,648tri,ic @xxxp_qxxx_ 
70,ONE PLAY CAN CHANGE YOUR LIFE …🙏🏽 🤞🏾,1478070117451939844,2022-01-03 18:25:51+00:00,0,bbb_petey,
71,"@RepStefanik Yes! It has a name Elise:  Build. Back. Better. 

@EliseStefanik #NY21 #Trumpfanik",1478070093452124167,2022-01-03 18:25:46+00:00,3,bronedog,"Lake George, NY"
72,@VassiliouEU The AG wasn’t the real https://t.co/3YA5bllIfz was a ridiculous low amount(€10K)for the benefit to get the 2 communities(4.5K) at #ancientSalamistheater. EVERY YEAR.DHKO+ @NicholasPapadop worried of reconciliation and so killed it.And it suited the new line of @AnastasiadesCY,1478070066084302853,2022-01-03 18:25:39+00:00,0,akislordos,Limassol Cyprus
73,@orbitingaroundu @seokstopia @AmazonHelp WHAT DO YOU WAN’T ME TO DO??? ADD AMAZON INTO THE BBB GC???,1478070058324746245,2022-01-03 18:25:37+00:00,0,mygsso,
74,"@VootSelect #PratikIsTheBoss  

#PratikSehajpal proud of you 

bbb",1478070054025678852,2022-01-03 18:25:36+00:00,1,JazzSilva_3,
75,@ExpressScripts why do u guys lie about my husband's rx not having refills on it??? It creates too much work. Drs office states they always send RF but u guys lie &amp; say their r none. Horrible service!!!! 🤬🤬 reporting u again to BBB.,1478070045657894912,2022-01-03 18:25:34+00:00,0,lowonemama,"Oregon, USA"
76,"""Agility"" - BlueBot9944 - $300  
 Today's artwork was inspired by new love. The red and blue hues symbolize reconciliation and purity. I was thinking about growth when adding the green shapes. Follow me on facebook and linkedin. https://t.co/rhF1bozoSt",1478070030717779969,2022-01-03 18:25:31+00:00,0,bot9944,
77,"There is agreement on the climate provisions in Build Back Better.

Let me say that again. There is agreement in the US Senate on taking bold climate action.

That means we can get it done. Right now. And start to confront the climate crisis which threatens all life on Earth.",1478070008550932480,2022-01-03 18:25:25+00:00,127,EdMarkey,Massachusetts
78,⁦@BankofAmerica⁩ won't talk to me because they're screwing me AGAIN. BBB complaint has been initiated. LIARS! https://t.co/aFjxB4Ztpl,1478069966997917697,2022-01-03 18:25:16+00:00,0,Carolyn63654848,All over
79,@stopthehate44 Yup. When you look at what we call the 'far left' in this country you find that most of what they propose is not at all radical. The whole BBB for example.,1478069961562095616,2022-01-03 18:25:14+00:00,0,JTraversDevine,"Riverside, CA"
80,@bbb_nft family celebrates everyone's new year with their sincere wishes.he invites everyone to the raffle on his profile. #nft #nftgiveaway #nftairdrop,1478069955740450818,2022-01-03 18:25:13+00:00,2,bbb_nft,Nft
81,@aleksis_gadot7 @acornssupport Please file a complaint with BBB. We will additionally be providing information soon for class action lawsuit.,1478069942448762880,2022-01-03 18:25:10+00:00,0,fascistbfast,
82,"Did you know false #advertising is against the law? 

It's misleading to consumers and distorts fair market competition.

The National Advertising Division put together these resources to help you keep your advertising honest: https://t.co/sLF0D2P8Mn

#marketing #ConsumerTrust https://t.co/VsZJRZTevX",1478069890368122881,2022-01-03 18:24:57+00:00,1,BBB_NtlPrograms,"McLean, VA & New York, NY"
83,"THE UNITED MINE WORKERS OF AMERICA DISAGREES WITH JOE MANCHIN BBB DECISION
This is the hammer and the hard spot for Manchin. Does he vote for the people he ""represents"" or the people who OWN him?
https://t.co/bAWOZCsBnn",1478069820243738624,2022-01-03 18:24:41+00:00,1,thedrumwalker,United States
84,"2022...More/Faster Economic Takeover, The BEAST Arising... THAT FEDERAL RESERVE...

Stocks Higher!
Inflation Higher!
Economic Pain Higher!
Distractions/Lies/Deceit/Manipulation Higher! 

by 2030...
4th Industrial Revolution 
Great Reset/BBB
Take the chip with your vaccine. Mmmm https://t.co/zhabYbX74t",1478069805135511554,2022-01-03 18:24:37+00:00,0,Samuel_Jacobs_,Surfing The Giant Life Wave
85,@HardballChris What’s too far to the left? Abortion rights? Universal healthcare? Build Back Better Act? Infrastructure? Voting Rights? Why aren’t people more concerned and alarmed about a political party with NO platform other than power and fascism?,1478069799162839040,2022-01-03 18:24:35+00:00,1,ClipPolitics,
86,"Tired of him.
New year, same demands: Joe Manchin will consider supporting Biden's agenda if monthly child tax credits get an income limit — or are removed altogether https://t.co/MwHqOVztiZ via @businessinsider",1478069678673211394,2022-01-03 18:24:07+00:00,0,BBopTop,NYC 
87,"The federal Build Back Better package included $14 billion, to be spread across the country over the coming decade, with $10 billion specifically for the wildland-urban interface. We’re talking about a lot of trees here. Tens of millions of acres of California are overloaded",1478069538549747712,2022-01-03 18:23:33+00:00,0,realyashnegi,Earth 🌍
88,"Coal Miners Union to Joe Manchin: Stop Sucking
The United Mine Workers of America put out a statement asking the West Virginia senator to reconsider killing the Build Back Better Act.
https://t.co/21nVFOUgja",1478069487681384453,2022-01-03 18:23:21+00:00,0,thedrumwalker,United States
89,@acornssupport You had 3 tries. Nope. You are done. It's in  the BBB's hands now and we're just getting started.... 🖕🏻,1478069482992152583,2022-01-03 18:23:20+00:00,0,fascistbfast,
90,RETWEETS MY INCOMPETENT GOVERNOR. HEY GREGORY TELL YOUR REPUBLICAN FRIENDS TO VOTE FOR BUILD BACK BETTER PLAN. https://t.co/9zNTOXn7SD https://t.co/ljOQJ5xJkj,1478069455397736454,2022-01-03 18:23:14+00:00,1,benbrookjohn,
91,me 2 take a snap shot of my Wisely business card app internet photo. Mihal is requesting my bank account info 4 direct deposit. Which is fine as long as she email me a letter with business logo on top that request direct deposit info @bbb_us #BlackLivesMatter #MeTooTheatre #Metoo https://t.co/op0IL3Dj9R,1478069422824820740,2022-01-03 18:23:06+00:00,0,Sohlau_Destine,
92,@sunsetshimmergf no cause now i’m upset i ddint join a  preorder,1478069412863295495,2022-01-03 18:23:03+00:00,1,jihoney_bbb,mel
93,"@KamalaHarris Sorry Kameltoe, I haven’t heard anyone saying about intercity bus or cabs? Over 2,000 pages to the so called BBB is BS. You’re pushing this and there are fundamental differences between the Dems and GOP. Try working together before raising the counties debt.",1478069409243664384,2022-01-03 18:23:03+00:00,0,BarryKeiper,United States
94,Talk to people on the other side you'll quickly learn that that reconciliation is not possible.  Soon enough we won't be able to tolerate each other as well.,1478069343523119105,2022-01-03 18:22:47+00:00,0,Has1984,
95,@oldivory @erry Google trust and will. Mare not going enywhere anytime soon butt this thee new hot latest estate planning service out there. Be sure to BBB and Snopes check errything. I bookmarks stuff around New Years instead of making resolutions,1478069305107525645,2022-01-03 18:22:38+00:00,0,nuttinbuttgrilz,The Socialist Republic of A2
96,"New year, same demands: Joe Manchin will consider supporting Biden's agenda if monthly child tax credits get an income limit — or are removed altogether https://t.co/U4m6o1j1r3 via @businessinsider",1478069213394784275,2022-01-03 18:22:16+00:00,1,SalVadacchino1,"🇨🇦 Montréal, Québec 🇨🇦"
